0 "calcul" 0.000000 0.000000 1.
0 "calcul" 2.400000 0.000000 1.
0 "calcul" 35.400000 0.000000 1.
0 "calcul" 44.700000 0.000000 1.
0 "calcul" 48.000000 0.000000 1.
0 "calcul" 83.400000 0.000000 1.
0 "calcul" 108.000000 0.000000 1.
0 "calcul" 125.400000 0.000000 1.
0 "calcul" 135.000000 0.000000 1.
0 "calcul" 137.700000 0.000000 1.
0 "calcul" 153.000000 0.000000 1.
0 "calcul" 164.400000 0.000000 1.
0 "calcul" 173.700000 0.000000 1.
0 "calcul" 191.700000 0.000000 1.
0 "calcul" 198.000000 0.000000 1.
0 "calcul" 201.000000 0.000000 1.
0 "calcul" 221.400000 0.000000 1.
0 "calcul" 234.000000 0.000000 1.
0 "calcul" 251.700000 0.000000 1.
0 "calcul" 260.400000 0.000000 1.
0 "phrase" 15.000000 0.000000 1.
0 "phrase" 20.700000 0.000000 1.
0 "phrase" 29.700000 0.000000 1.
0 "phrase" 39.000000 0.000000 1.
0 "phrase" 41.700000 0.000000 1.
0 "phrase" 56.400000 0.000000 1.
0 "phrase" 75.000000 0.000000 1.
0 "phrase" 89.700000 0.000000 1.
0 "phrase" 119.400000 0.000000 1.
0 "phrase" 131.400000 0.000000 1.
0 "phrase" 146.700000 0.000000 1.
0 "phrase" 159.000000 0.000000 1.
0 "phrase" 167.700000 0.000000 1.
0 "phrase" 195.000000 0.000000 1.
0 "phrase" 236.700000 0.000000 1.
0 "phrase" 246.000000 0.000000 1.
0 "phrase" 284.400000 0.000000 1.
0 "phrase" 288.000000 0.000000 1.
0 "phrase" 293.400000 0.000000 1.
0 "phrase" 296.700000 0.000000 1.
