0 "audio" 15.000000 0.000000
0 "audio" 20.700000 0.000000
0 "audio" 29.700000 0.000000
0 "audio" 35.400000 0.000000
0 "audio" 44.700000 0.000000
0 "audio" 48.000000 0.000000
0 "audio" 83.400000 0.000000
0 "audio" 89.700000 0.000000
0 "audio" 108.000000 0.000000
0 "audio" 119.400000 0.000000
0 "audio" 135.000000 0.000000
0 "audio" 137.700000 0.000000
0 "audio" 146.700000 0.000000
0 "audio" 173.700000 0.000000
0 "audio" 191.700000 0.000000
0 "audio" 236.700000 0.000000
0 "audio" 251.700000 0.000000
0 "audio" 284.400000 0.000000
0 "audio" 293.400000 0.000000
0 "audio" 296.700000 0.000000
0 "video" 0.000000 0.000000
0 "video" 2.400000 0.000000
0 "video" 8.700000 0.000000
0 "video" 33.000000 0.000000
0 "video" 39.000000 0.000000
0 "video" 41.700000 0.000000
0 "video" 56.400000 0.000000
0 "video" 59.700000 0.000000
0 "video" 75.000000 0.000000
0 "video" 96.000000 0.000000
0 "video" 122.700000 0.000000
0 "video" 125.400000 0.000000
0 "video" 131.400000 0.000000
0 "video" 140.400000 0.000000
0 "video" 149.400000 0.000000
0 "video" 153.000000 0.000000
0 "video" 156.000000 0.000000
0 "video" 159.000000 0.000000
0 "video" 164.400000 0.000000
0 "video" 167.700000 0.000000
0 "video" 176.700000 0.000000
0 "video" 188.400000 0.000000
0 "video" 195.000000 0.000000
0 "video" 198.000000 0.000000
0 "video" 201.000000 0.000000
0 "video" 203.700000 0.000000
0 "video" 207.000000 0.000000
0 "video" 210.000000 0.000000
0 "video" 218.700000 0.000000
0 "video" 221.400000 0.000000
0 "video" 224.700000 0.000000
0 "video" 234.000000 0.000000
0 "video" 246.000000 0.000000
0 "video" 248.400000 0.000000
0 "video" 260.400000 0.000000
0 "video" 264.000000 0.000000
0 "video" 266.700000 0.000000
0 "video" 269.700000 0.000000
0 "video" 278.400000 0.000000
0 "video" 288.000000 0.000000
